Age,Income,Employment_Length,Loan_Amount,Interest_Rate,Loan_Status,Loan_Percent_Income,Historical_Length,Historical_Default_Y,Home_Status_MORTGAGE,Home_Status_OTHER,Home_Status_OWN,Home_Status_RENT,Loan_Intent_DEBTCONSOLIDATION,Loan_Intent_EDUCATION,Loan_Intent_HOMEIMPROVEMENT,Loan_Intent_MEDICAL,Loan_Intent_PERSONAL,Loan_Intent_VENTURE,Loan_Grade_A,Loan_Grade_B,Loan_Grade_C,Loan_Grade_D,Loan_Grade_E,Loan_Grade_F,Loan_Grade_G
1,8.488898549537215,-0.19336063664536673,-1.0517792966811614,0.09918352466922861,0,-1.4995301433201622,0.7942526100553873,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2.009319343405421,-0.19336063664536673,4.005359894679676,0.6256047548097013,0,0.38088772964322437,0.7942526100553873,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.28272488428646997,2.284618840764956,3.84732429494965,-0.13925432662969112,1,2.35532649625478,0.5465477429852744,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,5.501308137129142,-0.441158584386399,3.5312530954895975,-1.368602728781265,0,-0.7473629941348076,0.2988428759151616,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,5.307308759700046,-0.6889565321274312,2.425003897379414,2.248220781830922,0,-0.9354047814311461,0.5465477429852744,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-1.0667347851103193,-0.441158584386399,-1.2493237963436943,0.5234171042530213,0,-0.1832376322457916,-0.19656685822506398,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,4.5313112499836645,2.0368208930239238,-0.8937436969511353,-0.1206747538012037,0,-1.4995301433201622,1.0419574771255,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,3.2130854803529596,2.284618840764956,2.425003897379414,2.133646749388584,1,-0.7473629941348076,0.7942526100553873,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3.9493131176963776,0.55003320657773,4.005359894679676,2.678647552357544,0,-0.3712794195421302,0.5465477429852744,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3.9493131176963776,2.284618840764956,1.7928614984593096,0.06821756995508328,0,-0.8413838877829769,0.05113800884504882,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3.8911133044676487,0.55003320657773,2.425003897379414,-0.21047602247222574,0,-0.7473629941348076,0.7942526100553873,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,3.3673149854090907,0.7978311543187623,2.8991106965694926,1.6877370015048891,0,-0.4653003131902996,0.2988428759151616,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,3.3673149854090907,0.55003320657773,1.3187546992692312,-0.9784316993830324,0,-0.9354047814311461,1.0419574771255,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
