Age,Income,Employment_Length,Loan_Amount,Interest_Rate,Loan_Status,Loan_Percent_Income,Historical_Length,Historical_Default_Y,Home_Status_MORTGAGE,Home_Status_OTHER,Home_Status_OWN,Home_Status_RENT,Loan_Intent_DEBTCONSOLIDATION,Loan_Intent_EDUCATION,Loan_Intent_HOMEIMPROVEMENT,Loan_Intent_MEDICAL,Loan_Intent_PERSONAL,Loan_Intent_VENTURE,Loan_Grade_A,Loan_Grade_B,Loan_Grade_C,Loan_Grade_D,Loan_Grade_E,Loan_Grade_F,Loan_Grade_G
0,0.08872550685737435,-0.6889565321274312,0.27571974105105834,-0.436527491885487,0.0,-0.08921673859762219,-0.9396814594354024,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1.5825207130614107,-0.9367544798684635,1.85607573835132,0.5574796544385812,0.0,-0.27725852589396077,-0.6919765923652896,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,-0.0933429088598319,-0.19336063664536673,0.16509482124004005,0.4274226446391704,0.0,0.004804155050547228,-0.9396814594354024,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.27987331025790735,-0.19336063664536673,-0.4670475776800646,1.4276229819060682,0.0,-0.3712794195421302,-0.6919765923652896,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,-0.22167349702917866,0.55003320657773,-1.0873373066204173,-1.0217840359828358,0.0,-1.1234465687274848,-0.4442717252951768,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1.4273212111181341,0.3022352588366978,2.8991106965694926,-1.3933754925525812,0.0,0.2868668359950552,-0.4442717252951768,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0.06932556911446479,0.054437311095665505,-0.7752169971536157,-0.34982281868588,0.0,-0.9354047814311461,-0.6919765923652896,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,-0.396428136217308,0.55003320657773,0.7063667503153797,-1.0991989227681995,0.0,1.3210966661249177,-0.9396814594354024,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2.49431778697816,-1.1845524276094956,1.8244686184053147,0.20756436616873808,0.0,-0.5593212068384689,-0.4442717252951768,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.6202838010130964,0.55003320657773,0.18089838121304266,0.06821756995508328,0.0,-0.5593212068384689,-0.4442717252951768,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,-0.12467380831463085,0.55003320657773,0.5601838205651055,-0.20428283152939625,0.0,0.47490862329139377,-0.9396814594354024,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,-1.0838067303240797,-1.1845524276094956,-0.6053287274438375,1.2139578943784648,0.0,3.5775981136809825,-0.6919765923652896,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.5902723141444604,-0.6889565321274312,-0.4670475776800646,0.024865233355279497,0.0,0.1928459423468858,-0.6919765923652896,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,-0.6720430517308241,0.55003320657773,0.46536246072708976,-0.3250500549145636,0.0,2.167284708958442,-0.6919765923652896,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-0.4156728744582743,-0.441158584386399,-0.02454789843599136,0.2540132982399558,0.0,0.38088772964322437,-0.9396814594354024,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-0.34583309858379985,-0.6889565321274312,1.0658977397011893,-1.2540286963389267,0.0,1.603159347069426,-0.9396814594354024,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.39912451074392735,-0.6889565321274312,0.10583147134128024,1.523617441519919,0.0,-0.4653003131902996,-0.4442717252951768,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,-1.0558708199742899,-1.1845524276094956,-0.8897928069578847,-0.3250500549145636,0.0,1.603159347069426,-0.4442717252951768,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,-0.2992732480008169,-0.6889565321274312,0.014961001496515185,1.000292806850861,0.0,0.1928459423468858,-0.9396814594354024,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,-0.5902723141444604,0.55003320657773,-0.6724938573290986,-1.0930057318253705,0.0,-0.1832376322457916,-0.4442717252951768,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0.1663252578290126,0.55003320657773,-0.5302618175720751,-1.5079495249949193,0.0,-0.8413838877829769,-0.9396814594354024,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.3186731857437265,-1.1845524276094956,-1.0873373066204173,0.795917505737501,0.0,-1.0294256750793156,-0.4442717252951768,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
